entry_date,exit_date,expiry_date,strategy,regime,spot_entry,vix_entry,lots,pnl,pnl_pct,outcome,max_profit,max_loss
2018-09-28,2018-10-31,,GODREJCP.NS,FMCG,603.9002038122502,,1,8123.95,0.8124,profit,inf,-inf
2018-10-31,2018-11-30,,ATGL.NS,Energy,4074.16542758234,,1,-2977.07,-0.2977,loss,inf,-inf
2018-10-31,2018-11-30,,SBILIFE.NS,Financial Services,4778.09996179023,,1,14708.54,1.4709,profit,inf,-inf
2018-09-28,2018-11-30,,APOLLOHOSP.NS,Pharma,4807.501684711827,,1,-3430.1,-0.343,loss,inf,-inf
2018-01-31,2018-11-30,,EICHERMOT.NS,Auto,2327.1017037198817,,1,23265.57,2.3266,profit,inf,-inf
2018-03-30,2018-11-30,,ULTRACEMCO.NS,Infra,377.24812098905744,,1,26819.38,2.6819,profit,inf,-inf
2018-10-31,2018-11-30,,ONGC.NS,Energy,1661.5682700502348,,1,5785.58,0.5786,profit,inf,-inf
2018-10-31,2018-12-31,,JSWSTEEL.NS,Metals,2542.7343708238986,,1,3067.88,0.3068,profit,inf,-inf
2018-11-30,2018-12-31,,NTPC.NS,Power,1288.6148663761217,,1,-1059.6,-0.106,loss,inf,-inf
2018-11-30,2018-12-31,,UPL.NS,Chemicals,5266.008578844883,,1,-8006.29,-0.8006,loss,inf,-inf
2018-11-30,2018-12-31,,HDFCLIFE.NS,Financial Services,13084.195330569513,,1,-1793.62,-0.1794,loss,inf,-inf
2017-11-30,2018-12-31,,NMDC.NS,Metals,1871.1057936424208,,1,56909.15,5.6909,profit,inf,-inf
2018-11-30,2018-12-31,,BAJAJFINSV.NS,Financial Services,1350.0121847333023,,1,-1318.59,-0.1319,loss,inf,-inf
2018-11-30,2018-12-31,,GODREJCP.NS,FMCG,732.0759078121703,,1,-15629.59,-1.563,loss,inf,-inf
2018-10-31,2019-01-31,,ALKEM.NS,Pharma,3589.7516666990823,,1,-4090.97,-0.4091,loss,inf,-inf
2018-10-31,2019-01-31,,DEEPAKNTR.NS,Chemicals,816.2043495485843,,1,-741.77,-0.0742,loss,inf,-inf
2018-12-31,2019-01-31,,SBILIFE.NS,Financial Services,5452.493497100127,,1,-2116.89,-0.2117,loss,inf,-inf
2018-08-31,2019-01-31,,BAJAJ-AUTO.NS,Auto,7663.828370461575,,1,-23525.57,-2.3526,loss,inf,-inf
2018-11-30,2019-01-31,,ICICIPRULI.NS,Financial Services,3521.58313855163,,1,9503.15,0.9503,profit,inf,-inf
2018-12-31,2019-01-31,,ULTRACEMCO.NS,Infra,522.0988064474152,,1,1024.03,0.1024,profit,inf,-inf
2018-12-31,2019-01-31,,DIVISLAB.NS,Pharma,1091.8480705609613,,1,-1138.81,-0.1139,loss,inf,-inf
2017-11-30,2019-01-31,,BHARTIARTL.NS,Telecom,1485.5706782309064,,1,25621.05,2.5621,profit,inf,-inf
2018-12-31,2019-01-31,,INFY.NS,IT,226.0648509519771,,1,-928.25,-0.0928,loss,inf,-inf
2018-12-31,2019-01-31,,ONGC.NS,Energy,1816.3440224229112,,1,5467.45,0.5467,profit,inf,-inf
2019-01-31,2019-02-28,,M&M.NS,Auto,2345.3555806578793,,1,-4617.82,-0.4618,loss,inf,-inf
2018-12-31,2019-02-28,,EICHERMOT.NS,Auto,3584.6674531883855,,1,9295.51,0.9296,profit,inf,-inf
2019-01-31,2019-02-28,,TATASTEEL.NS,Metals,1473.5691616725176,,1,-7059.81,-0.706,loss,inf,-inf
2019-01-31,2019-02-28,,HAL.NS,Infra,1398.039297911167,,1,-6567.99,-0.6568,loss,inf,-inf
2019-01-31,2019-02-28,,AARTIIND.NS,Chemicals,4087.111321691073,,1,6626.04,0.6626,profit,inf,-inf
2018-12-31,2019-02-28,,COFORGE.NS,IT,923.0738467257679,,1,-4630.9,-0.4631,loss,inf,-inf
2019-01-31,2019-02-28,,ASIANPAINT.NS,Consumer Durables,2432.1979484905683,,1,9281.42,0.9281,profit,inf,-inf
2019-01-31,2019-03-29,,DABUR.NS,FMCG,1384.4582059003174,,1,-2781.85,-0.2782,loss,inf,-inf
2019-01-31,2019-03-29,,NTPC.NS,Power,1211.1545531249717,,1,5567.97,0.5568,profit,inf,-inf
2019-01-31,2019-03-29,,JINDALSTEL.NS,Metals,1635.205573046852,,1,688.13,0.0688,profit,inf,-inf
2018-11-30,2019-03-29,,TORNTPHARM.NS,Pharma,1100.647925546775,,1,-26101.72,-2.6102,loss,inf,-inf
2018-12-31,2019-03-29,,COALINDIA.NS,Metals,1831.1268584520544,,1,11986.5,1.1987,profit,inf,-inf
2019-03-29,2019-04-30,,ALKEM.NS,Pharma,3809.6880840867543,,1,-2408.65,-0.2409,loss,inf,-inf
2019-01-31,2019-04-30,,APOLLOHOSP.NS,Pharma,4601.550447959819,,1,-8068.09,-0.8068,loss,inf,-inf
2019-03-29,2019-04-30,,INDUSTOWER.NS,Telecom,2624.4949269310728,,1,12617.02,1.2617,profit,inf,-inf
2019-01-31,2019-04-30,,NMDC.NS,Metals,6631.490590543677,,1,17891.81,1.7892,profit,inf,-inf
2019-03-29,2019-04-30,,HAL.NS,Infra,1316.260106911382,,1,-1913.18,-0.1913,loss,inf,-inf
2019-03-29,2019-04-30,,BEL.NS,Infra,3296.791933142096,,1,9280.56,0.9281,profit,inf,-inf
2019-03-29,2019-04-30,,ULTRACEMCO.NS,Infra,719.4446140554796,,1,-9239.48,-0.9239,loss,inf,-inf
2018-07-31,2019-04-30,,COLPAL.NS,FMCG,1376.8536602889792,,1,16584.78,1.6585,profit,inf,-inf
2018-07-31,2019-05-31,,BPCL.NS,Energy,10237.212826557037,,1,31694.79,3.1695,profit,inf,-inf
2019-02-28,2019-05-31,,MOTHERSON.NS,Auto,2923.144857614986,,1,-5554.43,-0.5554,loss,inf,-inf
2019-04-30,2019-05-31,,TITAN.NS,Consumer Durables,1037.758180848034,,1,-3945.2,-0.3945,loss,inf,-inf
2019-04-30,2019-05-31,,IDEA.NS,Telecom,4361.989769877104,,1,7054.59,0.7055,profit,inf,-inf
2019-03-29,2019-05-31,,ADANIPORTS.NS,Infra,8867.521114345398,,1,-10627.24,-1.0627,loss,inf,-inf
2019-03-29,2019-05-31,,AARTIIND.NS,Chemicals,4262.6737143048285,,1,-15450.74,-1.5451,loss,inf,-inf
2019-02-28,2019-05-31,,HINDUNILVR.NS,FMCG,2710.657194476037,,1,23854.45,2.3854,profit,inf,-inf
2019-04-30,2019-05-31,,MUTHOOTFIN.NS,Financial Services,2707.510410419168,,1,7380.21,0.738,profit,inf,-inf
2019-04-30,2019-06-28,,VBL.NS,FMCG,1355.4440662547584,,1,10252.87,1.0253,profit,inf,-inf
2019-04-30,2019-06-28,,DABUR.NS,FMCG,1302.9380324013227,,1,16854.71,1.6855,profit,inf,-inf
2019-05-31,2019-06-28,,ICICIPRULI.NS,Financial Services,4558.3362315747045,,1,8898.18,0.8898,profit,inf,-inf
2019-05-31,2019-06-28,,IDFCFIRSTB.NS,Banking,809.769285921721,,1,15255.94,1.5256,profit,inf,-inf
2017-11-30,2019-06-28,,RELIANCE.NS,Energy,906.3300009970274,,1,53630.46,5.363,profit,inf,-inf
2019-05-31,2019-06-28,,TORNTPHARM.NS,Pharma,1092.419916797369,,1,13449.83,1.345,profit,inf,-inf
2019-05-31,2019-06-28,,MPHASIS.NS,IT,1034.5480597523847,,1,-9470.19,-0.947,loss,inf,-inf
2019-06-28,2019-07-31,,TORNTPOWER.NS,Power,2583.09775042189,,1,5596.07,0.5596,profit,inf,-inf
2019-06-28,2019-07-31,,AXISBANK.NS,Banking,358.9267600750242,,1,-5665.83,-0.5666,loss,inf,-inf
2019-06-28,2019-07-31,,HINDALCO.NS,Metals,2669.2657391830603,,1,9327.1,0.9327,profit,inf,-inf
2019-05-31,2019-07-31,,BEL.NS,Infra,3778.047948420628,,1,15463.76,1.5464,profit,inf,-inf
2018-12-31,2019-07-31,,TATAMOTORS.NS,Auto,1196.6552312896135,,1,18054.61,1.8055,profit,inf,-inf
2019-05-31,2019-07-31,,IOC.NS,Energy,2448.417697350856,,1,83.66,0.0084,profit,inf,-inf
2019-06-28,2019-08-30,,ALKEM.NS,Pharma,4164.860388838405,,1,3611.04,0.3611,profit,inf,-inf
2019-07-31,2019-08-30,,ICICIPRULI.NS,Financial Services,5216.121617525641,,1,-4269.21,-0.4269,loss,inf,-inf
2019-07-31,2019-08-30,,TATACONSUM.NS,FMCG,3334.6264939193757,,1,5489.82,0.549,profit,inf,-inf
2019-07-31,2019-08-30,,TECHM.NS,IT,2406.1919673040575,,1,-5210.22,-0.521,loss,inf,-inf
2019-07-31,2019-08-30,,DIVISLAB.NS,Pharma,968.8965778438615,,1,1108.51,0.1109,profit,inf,-inf
2018-06-29,2019-08-30,,ADANIENT.NS,Infra,1875.1499438961819,,1,4477.89,0.4478,profit,inf,-inf
2019-05-31,2019-08-30,,BAJAJFINSV.NS,Financial Services,1806.9643911281355,,1,-8428.46,-0.8428,loss,inf,-inf
2019-05-31,2019-08-30,,COLPAL.NS,FMCG,2031.351593942122,,1,4510.07,0.451,profit,inf,-inf
2019-08-30,2019-09-30,,BPCL.NS,Energy,13147.628192843491,,1,5246.23,0.5246,profit,inf,-inf
2019-07-31,2019-09-30,,DABUR.NS,FMCG,1611.384601191497,,1,-7677.32,-0.7677,loss,inf,-inf
2019-07-31,2019-09-30,,BAJAJ-AUTO.NS,Auto,5660.260841490501,,1,-7959.64,-0.796,loss,inf,-inf
2019-07-31,2019-09-30,,GAIL.NS,Energy,832.0398352559062,,1,-11367.65,-1.1368,loss,inf,-inf
2019-08-30,2019-09-30,,GRASIM.NS,Infra,847.3158989534534,,1,24986.99,2.4987,profit,inf,-inf
2019-06-28,2019-09-30,,MARICO.NS,FMCG,2324.106931810519,,1,-22070.99,-2.2071,loss,inf,-inf
2018-08-31,2019-09-30,,TATAPOWER.NS,Power,4402.171721341092,,1,40622.42,4.0622,profit,inf,-inf
2019-08-30,2019-09-30,,TVSMOTOR.NS,Auto,4051.184367558223,,1,-14540.8,-1.4541,loss,inf,-inf
2019-08-30,2019-10-31,,HINDALCO.NS,Metals,2822.167282886521,,1,4672.27,0.4672,profit,inf,-inf
2019-09-30,2019-10-31,,BAJFINANCE.NS,Financial Services,876.1417183159816,,1,-3187.57,-0.3188,loss,inf,-inf
2019-08-30,2019-10-31,,JSWSTEEL.NS,Metals,3192.0221078304626,,1,-749.19,-0.0749,loss,inf,-inf
2019-07-31,2019-10-31,,IDFCFIRSTB.NS,Banking,1011.6792640766821,,1,-13813.19,-1.3813,loss,inf,-inf
2019-06-28,2019-10-31,,ADANIPORTS.NS,Infra,8551.995790961719,,1,6180.13,0.618,profit,inf,-inf
2019-09-30,2019-10-31,,TECHM.NS,IT,2608.1490481660708,,1,-6765.32,-0.6765,loss,inf,-inf
2019-09-30,2019-10-31,,INDUSINDBK.NS,Banking,451.7966188296556,,1,-3519.15,-0.3519,loss,inf,-inf
2019-09-30,2019-10-31,,COLPAL.NS,FMCG,1750.3028235915103,,1,-9307.37,-0.9307,loss,inf,-inf
2019-08-30,2019-10-31,,ACC.NS,Infra,1711.3422846118817,,1,-5413.75,-0.5414,loss,inf,-inf
2019-08-30,2019-11-29,,DEEPAKNTR.NS,Chemicals,1281.8419146004508,,1,-9512.05,-0.9512,loss,inf,-inf
2019-09-30,2019-11-29,,POWERGRID.NS,Power,347.0839761856982,,1,-11459.74,-1.146,loss,inf,-inf
2019-04-30,2019-11-29,,EICHERMOT.NS,Auto,4554.549751808051,,1,-33063.48,-3.3063,loss,inf,-inf
2019-09-30,2019-11-29,,TATASTEEL.NS,Metals,972.667705777276,,1,-2580.96,-0.2581,loss,inf,-inf
2019-10-31,2019-11-29,,TATAPOWER.NS,Power,8031.869528096879,,1,2529.48,0.2529,profit,inf,-inf
2019-10-31,2019-11-29,,TORNTPHARM.NS,Pharma,1562.270625099656,,1,-469.12,-0.0469,loss,inf,-inf
2019-02-28,2019-11-29,,BHARTIARTL.NS,Telecom,2442.2885992791785,,1,8433.91,0.8434,profit,inf,-inf
2019-09-30,2019-11-29,,NESTLEIND.NS,FMCG,1003.8028976030072,,1,11256.41,1.1256,profit,inf,-inf
2019-11-29,2019-12-31,,COALINDIA.NS,Metals,2525.1869999300125,,1,4585.04,0.4585,profit,inf,-inf
2019-11-29,2019-12-31,,PNB.NS,Banking,900.0054129408279,,1,-9020.83,-0.9021,loss,inf,-inf
2019-11-29,2019-12-31,,ICICIPRULI.NS,Financial Services,5757.017572468114,,1,9071.44,0.9071,profit,inf,-inf
2019-08-30,2019-12-31,,HAL.NS,Infra,1494.5507393979442,,1,-16575.73,-1.6576,loss,inf,-inf
2019-10-31,2019-12-31,,TATAMOTORS.NS,Auto,1648.0001719252778,,1,10223.74,1.0224,profit,inf,-inf
2019-06-28,2019-12-31,,HINDUNILVR.NS,FMCG,3255.2137861732836,,1,-8358.68,-0.8359,loss,inf,-inf
2019-11-29,2019-12-31,,SBIN.NS,Banking,174.23420942771125,,1,908.2,0.0908,profit,inf,-inf
2019-11-29,2020-01-31,,MOTHERSON.NS,Auto,3173.882608273761,,1,6772.55,0.6773,profit,inf,-inf
2019-11-29,2020-01-31,,MARUTI.NS,Auto,5285.792218360174,,1,16314.38,1.6314,profit,inf,-inf
2019-12-31,2020-01-31,,POWERGRID.NS,Power,281.2541348044132,,1,18755.69,1.8756,profit,inf,-inf
2019-12-31,2020-01-31,,M&M.NS,Auto,2242.950071260183,,1,918.77,0.0919,profit,inf,-inf
2019-10-31,2020-01-31,,WIPRO.NS,IT,1185.162548896394,,1,-1324.66,-0.1325,loss,inf,-inf
2019-12-31,2020-01-31,,TATASTEEL.NS,Metals,1068.4645577418119,,1,-8786.4,-0.8786,loss,inf,-inf
2019-10-31,2020-01-31,,JINDALSTEL.NS,Metals,1048.556694540741,,1,-528.67,-0.0529,loss,inf,-inf
2019-09-30,2020-01-31,,NMDC.NS,Metals,9263.176834395616,,1,5368.79,0.5369,profit,inf,-inf
2019-10-31,2020-01-31,,ULTRACEMCO.NS,Infra,752.2637765363493,,1,23048.66,2.3049,profit,inf,-inf
2020-01-31,2020-02-28,,SBILIFE.NS,Financial Services,3998.402446540596,,1,-17251.56,-1.7252,loss,inf,-inf
2020-01-31,2020-02-28,,PIDILITIND.NS,Chemicals,4511.1680018932775,,1,-13046.19,-1.3046,loss,inf,-inf
2019-11-29,2020-02-28,,BAJFINANCE.NS,Financial Services,909.485515784933,,1,-709.56,-0.071,loss,inf,-inf
2020-01-31,2020-02-28,,SRF.NS,Chemicals,289.6517595516828,,1,6267.3,0.6267,profit,inf,-inf
2020-01-31,2020-02-28,,HDFCLIFE.NS,Financial Services,10114.327480808606,,1,-14421.68,-1.4422,loss,inf,-inf
2019-08-30,2020-02-28,,BEL.NS,Infra,4591.09042660799,,1,25142.33,2.5142,profit,inf,-inf
2019-12-31,2020-02-28,,DIVISLAB.NS,Pharma,823.622869373198,,1,-14197.98,-1.4198,loss,inf,-inf
2020-02-28,2020-03-31,,TORNTPOWER.NS,Power,3866.2309668545035,,1,-32.17,-0.0032,loss,inf,-inf
2020-02-28,2020-03-31,,BPCL.NS,Energy,15925.286343428186,,1,12187.0,1.2187,profit,inf,-inf
2020-01-31,2020-03-31,,APOLLOHOSP.NS,Pharma,4683.099524174857,,1,-5437.07,-0.5437,loss,inf,-inf
2020-02-28,2020-03-31,,POWERGRID.NS,Power,361.90206583563,,1,7061.5,0.7061,profit,inf,-inf
2020-02-28,2020-03-31,,GAIL.NS,Energy,505.5611495106115,,1,4895.08,0.4895,profit,inf,-inf
2020-01-31,2020-03-31,,PFC.NS,Financial Services,840.7756098853619,,1,8040.41,0.804,profit,inf,-inf
2020-02-28,2020-03-31,,TORNTPHARM.NS,Pharma,1575.6993563949168,,1,-540.44,-0.054,loss,inf,-inf
2019-12-31,2020-04-30,,ADANIPOWER.NS,Power,2345.7721312762887,,1,-21715.11,-2.1715,loss,inf,-inf
2020-03-31,2020-04-30,,SHREECEM.NS,Infra,2033.298045477577,,1,8813.13,0.8813,profit,inf,-inf
2020-03-31,2020-04-30,,JSWSTEEL.NS,Metals,3891.707748824065,,1,-7319.17,-0.7319,loss,inf,-inf
2020-03-31,2020-04-30,,ICICIPRULI.NS,Financial Services,8701.927942390957,,1,10688.35,1.0688,profit,inf,-inf
2020-03-31,2020-04-30,,GMRINFRA.NS,Infra,1085.735827868079,,1,-8644.28,-0.8644,loss,inf,-inf
2020-02-28,2020-04-30,,ULTRACEMCO.NS,Infra,968.7107671506762,,1,21403.84,2.1404,profit,inf,-inf
2020-01-31,2020-04-30,,SBIN.NS,Banking,172.46694222701515,,1,-2217.09,-0.2217,loss,inf,-inf
2020-04-30,2020-05-29,,PIDILITIND.NS,Chemicals,4081.730413775436,,1,1266.29,0.1266,profit,inf,-inf
2020-04-30,2020-05-29,,NTPC.NS,Power,1396.2168398208755,,1,-14694.12,-1.4694,loss,inf,-inf
2020-03-31,2020-05-29,,JINDALSTEL.NS,Metals,1039.0237588490202,,1,14355.63,1.4356,profit,inf,-inf
2020-04-30,2020-05-29,,HAVELLS.NS,Consumer Durables,437.25566047236225,,1,-7471.66,-0.7472,loss,inf,-inf
2019-12-31,2020-05-29,,BHARTIARTL.NS,Telecom,2666.4911356823623,,1,10751.85,1.0752,profit,inf,-inf
2019-11-29,2020-05-29,,BAJAJFINSV.NS,Financial Services,2606.6274222724055,,1,-395.13,-0.0395,loss,inf,-inf
2020-02-28,2020-05-29,,TATAMOTORS.NS,Auto,1735.1168169263776,,1,-6030.14,-0.603,loss,inf,-inf
2020-05-29,2020-06-30,,SBILIFE.NS,Financial Services,3770.6709823498863,,1,5586.08,0.5586,profit,inf,-inf
2020-05-29,2020-06-30,,ICICIPRULI.NS,Financial Services,8627.822681224925,,1,-7400.22,-0.74,loss,inf,-inf
2020-05-29,2020-06-30,,PIIND.NS,Chemicals,1480.0240801571251,,1,-9483.32,-0.9483,loss,inf,-inf
2020-04-30,2020-06-30,,NMDC.NS,Metals,11956.446563875339,,1,-8096.43,-0.8096,loss,inf,-inf
2019-06-28,2020-06-30,,GODREJCP.NS,FMCG,1205.2068135015134,,1,23329.01,2.3329,profit,inf,-inf
2020-05-29,2020-06-30,,INFY.NS,IT,121.94614088198061,,1,-13327.52,-1.3328,loss,inf,-inf
2020-05-29,2020-06-30,,SBIN.NS,Banking,167.15022720177356,,1,-1992.92,-0.1993,loss,inf,-inf
2020-05-29,2020-07-31,,ULTRACEMCO.NS,Infra,1030.181237431014,,1,-26822.13,-2.6822,loss,inf,-inf
2020-06-30,2020-07-31,,NTPC.NS,Power,1189.1604633945149,,1,10423.89,1.0424,profit,inf,-inf
2020-05-29,2020-07-31,,LTIM.NS,IT,548.4002222886528,,1,-4937.53,-0.4938,loss,inf,-inf
2020-06-30,2020-08-31,,AXISBANK.NS,Banking,202.78344529828536,,1,6616.5,0.6617,profit,inf,-inf
2020-06-30,2020-08-31,,GAIL.NS,Energy,515.5108664546357,,1,-2588.12,-0.2588,loss,inf,-inf
2020-07-31,2020-08-31,,SUNPHARMA.NS,Pharma,2364.6609361213664,,1,5691.29,0.5691,profit,inf,-inf
2020-05-29,2020-08-31,,ADANIPORTS.NS,Infra,10971.932088283615,,1,13823.62,1.3824,profit,inf,-inf
2020-03-31,2020-08-31,,BRITANNIA.NS,FMCG,413.17680545030066,,1,-34649.59,-3.465,loss,inf,-inf
2020-06-30,2020-08-31,,BHARTIARTL.NS,Telecom,2641.053061570417,,1,7523.22,0.7523,profit,inf,-inf
2020-07-31,2020-08-31,,HINDUNILVR.NS,FMCG,2831.8206705796447,,1,-1476.84,-0.1477,loss,inf,-inf
2020-08-31,2020-09-30,,ALKEM.NS,Pharma,6236.304593574846,,1,-9187.47,-0.9187,loss,inf,-inf
2020-04-30,2020-09-30,,EICHERMOT.NS,Auto,4633.392594912122,,1,-4468.51,-0.4469,loss,inf,-inf
2020-04-30,2020-09-30,,WIPRO.NS,IT,1478.3155178618513,,1,-4356.7,-0.4357,loss,inf,-inf
2020-08-31,2020-09-30,,NTPC.NS,Power,1463.8986984790874,,1,-5861.79,-0.5862,loss,inf,-inf
2020-06-30,2020-09-30,,GRASIM.NS,Infra,1932.762662927546,,1,-12866.88,-1.2867,loss,inf,-inf
2020-08-31,2020-09-30,,TATAPOWER.NS,Power,13254.78870397217,,1,9094.18,0.9094,profit,inf,-inf
2020-07-31,2020-09-30,,ACC.NS,Infra,1198.7005256428395,,1,-23710.84,-2.3711,loss,inf,-inf
2020-07-31,2020-09-30,,IOC.NS,Energy,2973.0883924327964,,1,-460.78,-0.0461,loss,inf,-inf
2020-06-30,2020-10-30,,ADANIPOWER.NS,Power,2258.0717046189857,,1,24472.85,2.4473,profit,inf,-inf
2019-10-31,2020-10-30,,ADANIENT.NS,Infra,2223.4033733031724,,1,13219.66,1.322,profit,inf,-inf
2020-09-30,2020-10-30,,MARUTI.NS,Auto,7790.799404674561,,1,-8476.88,-0.8477,loss,inf,-inf
2020-09-30,2020-10-30,,SAIL.NS,Metals,2859.1019605822203,,1,-961.72,-0.0962,loss,inf,-inf
2020-09-30,2020-10-30,,ABB.NS,Infra,6232.002509011744,,1,5679.84,0.568,profit,inf,-inf
2020-09-30,2020-10-30,,AMBUJACEM.NS,Infra,4163.000759580149,,1,-9647.39,-0.9647,loss,inf,-inf
2020-04-30,2020-10-30,,POWERGRID.NS,Power,428.418857484041,,1,23769.74,2.377,profit,inf,-inf
2020-07-31,2020-10-30,,PFC.NS,Financial Services,1161.5885441568416,,1,4016.46,0.4016,profit,inf,-inf
2020-09-30,2020-10-30,,ADANIPORTS.NS,Infra,13043.586626812468,,1,16345.38,1.6345,profit,inf,-inf
2020-09-30,2020-10-30,,MARICO.NS,FMCG,2554.588285985267,,1,-8554.9,-0.8555,loss,inf,-inf
2020-08-31,2020-10-30,,RECLTD.NS,Financial Services,7115.409115827476,,1,-15889.19,-1.5889,loss,inf,-inf
2020-08-31,2020-10-30,,NESTLEIND.NS,FMCG,1244.375617187103,,1,-2803.31,-0.2803,loss,inf,-inf
2020-10-30,2020-11-30,,ONGC.NS,Energy,1575.4172002896762,,1,1627.12,0.1627,profit,inf,-inf
2020-10-30,2020-11-30,,BAJFINANCE.NS,Financial Services,1534.577427896751,,1,-6251.09,-0.6251,loss,inf,-inf
2020-10-30,2020-11-30,,TCS.NS,IT,4686.625956538779,,1,19555.83,1.9556,profit,inf,-inf
2020-09-30,2020-11-30,,GAIL.NS,Energy,471.9285352936142,,1,-2088.09,-0.2088,loss,inf,-inf
2020-10-30,2020-11-30,,UPL.NS,Chemicals,9463.111268248478,,1,-1579.66,-0.158,loss,inf,-inf
2020-10-30,2020-11-30,,ITC.NS,FMCG,290.37645186484013,,1,5341.92,0.5342,profit,inf,-inf
2020-10-30,2020-11-30,,CHOLAFIN.NS,Financial Services,2290.0415495847724,,1,-4905.05,-0.4905,loss,inf,-inf
2019-12-31,2020-11-30,,CROMPTON.NS,Consumer Durables,9791.010771355028,,1,46758.75,4.6759,profit,inf,-inf
2020-10-30,2020-11-30,,VOLTAS.NS,Consumer Durables,1487.7027197745908,,1,16996.43,1.6996,profit,inf,-inf
2020-10-30,2020-11-30,,SBIN.NS,Banking,179.38666595067963,,1,-4037.97,-0.4038,loss,inf,-inf
2020-11-30,2020-12-31,,ATGL.NS,Energy,5776.425218889876,,1,-4541.25,-0.4541,loss,inf,-inf
2020-11-30,2020-12-31,,ABB.NS,Infra,6733.8559888957725,,1,10263.81,1.0264,profit,inf,-inf
2020-11-30,2020-12-31,,POWERGRID.NS,Power,530.190049175364,,1,8351.35,0.8351,profit,inf,-inf
2020-10-30,2020-12-31,,NTPC.NS,Power,1397.2166450969057,,1,-11870.43,-1.187,loss,inf,-inf
2020-09-30,2020-12-31,,HAL.NS,Infra,1022.893325357936,,1,-10651.28,-1.0651,loss,inf,-inf
2020-11-30,2020-12-31,,TECHM.NS,IT,2017.2046188566462,,1,-14758.76,-1.4759,loss,inf,-inf
2020-12-31,2021-01-29,,HINDALCO.NS,Metals,4814.933814822505,,1,2907.11,0.2907,profit,inf,-inf
2020-12-31,2021-01-29,,BAJFINANCE.NS,Financial Services,1485.2427277243498,,1,626.44,0.0626,profit,inf,-inf
2020-12-31,2021-01-29,,CHOLAFIN.NS,Financial Services,2306.456920412664,,1,-7223.6,-0.7224,loss,inf,-inf
2020-11-30,2021-01-29,,BERGEPAINT.NS,Consumer Durables,257.31438364731235,,1,-3774.73,-0.3775,loss,inf,-inf
2020-12-31,2021-01-29,,MPHASIS.NS,IT,1382.7938215788754,,1,12314.72,1.2315,profit,inf,-inf
2020-12-31,2021-01-29,,DMART.NS,Consumer Durables,1680.8918291969512,,1,12491.69,1.2492,profit,inf,-inf
2020-11-30,2021-02-26,,SAIL.NS,Metals,2962.6157846163173,,1,-905.89,-0.0906,loss,inf,-inf
2020-09-30,2021-02-26,,JSWSTEEL.NS,Metals,4439.9256470485225,,1,13337.95,1.3338,profit,inf,-inf
2020-11-30,2021-02-26,,WIPRO.NS,IT,1303.589577058326,,1,-14972.47,-1.4972,loss,inf,-inf
2021-01-29,2021-02-26,,UPL.NS,Chemicals,9933.954775982162,,1,-15257.18,-1.5257,loss,inf,-inf
2021-01-29,2021-02-26,,CROMPTON.NS,Consumer Durables,15793.730073756531,,1,-18023.61,-1.8024,loss,inf,-inf
2021-01-29,2021-02-26,,NESTLEIND.NS,FMCG,1219.0789873491326,,1,-5475.7,-0.5476,loss,inf,-inf
2021-01-29,2021-02-26,,MUTHOOTFIN.NS,Financial Services,2276.6761735426317,,1,20478.25,2.0478,profit,inf,-inf
2020-12-31,2021-02-26,,ASIANPAINT.NS,Consumer Durables,1660.3700200567382,,1,11231.53,1.1232,profit,inf,-inf
2021-02-26,2021-03-31,,ADANIPORTS.NS,Infra,13471.843771385777,,1,-5235.08,-0.5235,loss,inf,-inf
2021-02-26,2021-03-31,,TORNTPHARM.NS,Pharma,1056.6225063484899,,1,13559.29,1.3559,profit,inf,-inf
2020-12-31,2021-03-31,,DIVISLAB.NS,Pharma,870.1696117643254,,1,-29857.36,-2.9857,loss,inf,-inf
2021-02-26,2021-03-31,,DLF.NS,Infra,5084.077905323241,,1,-11125.53,-1.1126,loss,inf,-inf
2021-02-26,2021-03-31,,NHPC.NS,Power,2086.837525613482,,1,-4629.03,-0.4629,loss,inf,-inf
2021-01-29,2021-03-31,,ACC.NS,Infra,901.5768829637692,,1,-7362.19,-0.7362,loss,inf,-inf
2020-10-30,2021-03-31,,LTIM.NS,IT,717.7150562352588,,1,28003.28,2.8003,profit,inf,-inf
2021-03-31,2021-04-30,,INDUSTOWER.NS,Telecom,3656.6449615260076,,1,-7110.7,-0.7111,loss,inf,-inf
2020-04-30,2021-04-30,,BEL.NS,Infra,7529.08969733739,,1,65547.71,6.5548,profit,inf,-inf
2021-01-29,2021-04-30,,APOLLOHOSP.NS,Pharma,5475.748857240142,,1,-27119.77,-2.712,loss,inf,-inf
2021-03-31,2021-05-31,,MOTHERSON.NS,Auto,3591.4879473030505,,1,-1787.44,-0.1787,loss,inf,-inf
2021-04-30,2021-05-31,,CIPLA.NS,Pharma,635.7070721949159,,1,-3441.48,-0.3441,loss,inf,-inf
2020-11-30,2021-05-31,,VEDL.NS,Metals,4300.759923331373,,1,41356.83,4.1357,profit,inf,-inf
2021-02-26,2021-05-31,,IDEA.NS,Telecom,6898.722257352076,,1,22555.04,2.2555,profit,inf,-inf
2021-04-30,2021-05-31,,ITC.NS,FMCG,400.23861458064306,,1,11021.4,1.1021,profit,inf,-inf
2021-04-30,2021-05-31,,TORNTPHARM.NS,Pharma,1106.6069877972864,,1,-16938.4,-1.6938,loss,inf,-inf
